no,ch1,ch2,ch3,ch4
949,-0.0003051758,-0.008850098,-0.009460449,0.006103516
950,0.002746582,-0.003051758,-0.008544922,-0.01068115
951,-0.01251221,-0.0177002,-0.02746582,-0.03387451
952,-0.02502441,-0.02868652,-0.01525879,-0.01922607
953,-0.02044678,-0.02746582,-0.01800537,-0.01037598
954,-0.03204346,-0.03082275,-0.0009155273,0.02044678
955,-0.004577637,-0.02502441,0.01251221,0.03143311
956,0.006103516,-0.01861572,0.005187988,0.02716064
957,0.008850098,-0.01373291,0,0.02593994
958,0.01525879,-0.003967285,-0.01617432,-0.003356934
959,0.003356934,-0.003356934,-0.03326416,-0.03753662
960,-0.02380371,-0.01190186,-0.03326416,-0.04302979
961,-0.03936768,-0.02685547,-0.02685547,-0.03082275
962,-0.04425049,-0.03570557,-0.0112915,-0.004272461
963,-0.03936768,-0.03509521,-0.0009155273,0.02380371
964,-0.01586914,-0.02410889,-0.001525879,0.02166748
965,-0.007324219,-0.01617432,-0.003662109,0.02593994
966,-0.001831055,-0.008850098,-0.01403809,0.01434326
967,-0.004882813,-0.007324219,-0.02471924,-0.01281738
968,-0.01556396,-0.00793457,-0.03173828,-0.03540039
969,-0.03753662,-0.01586914,-0.008239746,-0.01220703
970,-0.03112793,-0.02838135,-0.00579834,-0.001525879
971,-0.02716064,-0.0302124,0.004882813,0.01983643
972,-0.0112915,-0.02563477,0.0112915,0.03051758
973,0.006408691,-0.007629395,0.003967285,0.01983643
974,0.002746582,-0.003662109,-0.0009155273,0.0112915
975,0.0009155273,-0.00213623,-0.01739502,-0.01586914
976,-0.01800537,-0.01403809,-0.03662109,-0.03967285
977,-0.03051758,-0.01922607,-0.03387451,-0.04547119
978,-0.04577637,-0.02655029,-0.01678467,-0.0189209
979,-0.03997803,-0.03387451,-0.006713867,0.004577637
980,-0.02288818,-0.02960205,-0.00213623,0.01312256
981,-0.009155273,-0.01953125,-0.003051758,0.01403809
982,-0.00793457,-0.01373291,0.001525879,0.02166748
983,0.004882813,-0.0100708,-0.01464844,0.001831055
984,-0.003356934,-0.008239746,-0.02960205,-0.027771
985,-0.02044678,-0.0112915,-0.02441406,-0.02532959
986,-0.03814697,-0.0289917,-0.02441406,-0.01495361
987,-0.01983643,-0.02746582,-0.00579834,0.0009155273
988,-0.01495361,-0.01678467,0.004577637,0.02502441
989,-0.002746582,-0.0003051758,0.01373291,0.01983643
990,0.003967285,-0.001220703,0.01342773,0.01525879
991,-0.0006103516,-0.004882813,-0.001220703,0.003662109
992,-0.004882813,-0.005493164,-0.01525879,-0.01220703
993,-0.01556396,-0.02258301,-0.03692627,-0.04669189
994,-0.03265381,-0.03509521,-0.03326416,-0.03479004
995,-0.03509521,-0.03143311,-0.01617432,-0.01434326
996,-0.03448486,-0.03417969,-0.001831055,0.01281738
997,-0.01983643,-0.02532959,0.001220703,0.0289917
998,-0.002746582,-0.02655029,-0.01068115,0.01190186
999,0.007629395,-0.006103516,-0.009155273,0.00793457
1000,-0.003051758,-0.00213623,-0.01953125,-0.01220703
1001,-0.01647949,-0.01068115,-0.02197266,-0.02197266
1002,-0.03143311,-0.02655029,-0.02166748,-0.01495361
